Electricity(kWh),SiteEnergyUse(kBtu),SecondLargestPropertyUseTypeGFA,PropertyGFATotal,State,ENERGYSTARScore,Address,SourceEUIWN(kBtu/sf),NaturalGas(therms),TotalGHGEmissions,DefaultData,SiteEnergyUseWN(kBtu),SecondLargestPropertyUseType,PrimaryPropertyType,SiteEUI(kBtu/sf),Latitude,Neighborhood,ComplianceStatus,TaxParcelIdentificationNumber,GHGEmissionsIntensity,PropertyGFABuilding(s),Longitude,Electricity(kBtu),BuildingType,ZipCode,NumberofFloors,Outlier,City,YearBuilt,ThirdLargestPropertyUseTypeGFA,NaturalGas(kBtu),SiteEUIWN(kBtu/sf),PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseTypeGFA,SourceEUI(kBtu/sf),CouncilDistrictCode,LargestPropertyUseType,PropertyName,NumberofBuildings,YearsENERGYSTARCertified,ThirdLargestPropertyUseType,SteamUse(kBtu),DataYear
1333496.75,4549892.0,1672.0,87500.0,WA,72.0,2200 Alaskan Way,199.1000061,0.0,31.72,False,4549892.0,Other,Small- and Mid-Sized Office,63.40000153,47.61116,DOWNTOWN,Compliant,1977200135,0.36,70000.0,-122.34748,4549891.0,NonResidential,98121.0,4.0,,Seattle,1999,,0.0,63.40000153,17500.0,"Office, Other",70090.0,199.1000061,7,Office,World Trade Center West,1.0,,,0.0,2016
3906513.0,13329024.0,41829.0,374405.0,WA,72.0,2211 Elliott Ave,217.10000609999997,0.0,92.92,False,13329024.0,Laboratory,Large Office,69.09999847,47.6117,DOWNTOWN,Compliant,1977200187,0.25,189629.0,-122.34778,13329022.0,NonResidential,98121.0,11.0,,Seattle,1998,,0.0,69.09999847,184776.0,"Laboratory, Office",150969.0,217.10000609999997,7,Office,World Trade Center East-Seattle,1.0,201620152012,,0.0,2016
541139.6875,5327249.5,7500.0,102846.0,WA,96.0,1932 1st Avenue,107.0,0.0,281.55,False,6047637.0,Retail Store,Large Office,52.5,47.61108,DOWNTOWN,Compliant,1977200920,2.74,102846.0,-122.34217,1846369.0,NonResidential,98101.0,11.0,,Seattle,1923,,0.0,59.70000076,0.0,"Office, Retail Store",93879.0,98.5,7,Office,Terminal Sales Building,1.0,,,3480880.75,2016
536908.6875,2429021.0,12960.0,52800.0,WA,83.0,2013 4th Avenue,123.6999969,5970.880371,44.48,False,2500323.75,Restaurant,Small- and Mid-Sized Office,46.90000153,47.613040000000005,DOWNTOWN,Compliant,1977201245,0.84,52800.0,-122.34058999999999,1831932.0,NonResidential,98121.0,4.0,,Seattle,1925,,597088.0,48.20000076,0.0,"Office, Restaurant",38880.0,123.09999850000001,7,Office,The Marshall Building,1.0,,,0.0,2016
3488557.5,13911761.0,104000.0,266000.0,WA,65.0,901 University Street,244.8000031,15320.58984,201.15,False,14009703.0,Parking,Medical Office,85.90000153,47.610479999999995,EAST,Compliant,1978200280,0.76,162000.0,-122.32836999999999,11902958.0,NonResidential,98101.0,3.0,,Seattle,1945,,1532059.0,86.5,104000.0,"Medical Office, Parking",162000.0,244.1999969,3,Medical Office,VM Seattle Hospital & Medical Center - Lindeman Pavilion,1.0,,,476741.8125,2016
6200665.0,21156670.0,270383.0,690158.0,WA,58.0,1101 Madison,245.6999969,0.0,147.49,False,21156670.0,Parking,Medical Office,78.19999695,47.60921,EAST,Compliant,1978200625,0.21,282363.0,-122.32425,21156669.0,NonResidential,98104.0,14.0,,Seattle,1992,,0.0,78.19999695,407795.0,"Medical Office, Parking",270384.0,245.6999969,3,Medical Office,1101 Madison Tower,1.0,2012201020072006,,0.0,2016
15681864.0,55073120.0,108781.0,378443.0,WA,100.0,140 4th Ave N,874.0999756000001,15665.93945,456.22,False,55073120.0,Office,Mixed Use Property,283.7000122,47.61915,LAKE UNION,Compliant,1991200150,1.21,200783.0,-122.34857,53506520.0,NonResidential,98109.0,6.0,,Seattle,2001,54184.0,1566594.0,283.7000122,177660.0,"Data Center, Office, Parking, Performing Arts, Restaurant, Retail Store",164332.0,874.0999756000001,7,Parking,Fisher Plaza - East Building,1.0,,Data Center,0.0,2016
21957020.0,75073888.0,54385.0,213834.0,WA,100.0,100 4th Ave N,2217.800049,1565.25,530.59,False,75073888.0,Data Center,Mixed Use Property,707.2999877999999,47.61915,LAKE UNION,Compliant,1991200170,2.48,108912.0,-122.34857,74917352.0,NonResidential,98109.0,6.0,,Seattle,2001,37721.0,156525.0,707.2999877999999,104922.0,"Data Center, Financial Office, Office, Other, Parking, Restaurant",104922.0,2217.800049,7,Parking,Fisher Plaza - West Building,1.0,,Office,0.0,2016
1648708.875,9474745.0,,109017.0,WA,34.0,200 Taylor Ave N,205.8000031,38493.49609,243.66,False,9707963.0,,Hotel,86.90000153,47.62036,LAKE UNION,Compliant,1991200540,2.24,79608.0,-122.34588000000001,5625395.0,NonResidential,98109.0,5.0,,Seattle,1979,,3849350.0,89.0,29409.0,Hotel,109017.0,199.1000061,7,Hotel,Best Western Executive Inn,1.0,,,0.0,2016
4798719.0,16373232.0,47404.0,275734.0,WA,77.0,300 Elliott Avenue West,225.0,0.0,114.14,False,16373232.0,Parking,Large Office,71.69999695,47.62177,MAGNOLIA / QUEEN ANNE,Compliant,1992200170,0.41,237282.0,-122.36158,16373229.0,NonResidential,98119.0,5.0,,Seattle,1981,,0.0,71.69999695,38452.0,"Office, Parking",228504.0,225.0,7,Office,Elliott Bay Office Park,1.0,,,0.0,2016
582630.1875,1987934.625,,123061.0,WA,59.0,651 S Alaska St,50.70000076,0.0,13.86,False,1987934.625,,Warehouse,16.20000076,47.56064,GREATER DUWAMISH,Compliant,2024049016,0.11,123061.0,-122.32522,1987934.0,NonResidential,98104.0,1.0,,Seattle,2001,,0.0,16.20000076,0.0,Non-Refrigerated Warehouse,123061.0,50.70000076,2,Non-Refrigerated Warehouse,FedEX van Terminal,1.0,,,0.0,2016
185927.7969,2756214.75,18818.0,59090.0,WA,45.0,6000 6th Ave S,78.90000153,21218.28906,117.11,False,3153949.5,Office,Distribution Center,46.59999847,47.54868,GREATER DUWAMISH,Compliant,2024049060,1.98,59090.0,-122.3255,634386.0,NonResidential,98108.0,1.0,,Seattle,1963,,2121829.0,53.40000153,0.0,"Distribution Center, Office",40272.0,71.40000153,2,Distribution Center,Washington State Ferries Building,1.0,,,0.0,2016
223729.2969,763364.5,,106000.0,WA,93.0,750 S Michigan St,22.60000038,0.0,5.32,False,763364.5,,Warehouse,7.1999998089999995,47.5471,GREATER DUWAMISH,Compliant,2024049061,0.05,106000.0,-122.32406,763364.0,NonResidential,98108.0,1.0,,Seattle,1963,,0.0,7.1999998089999995,0.0,Non-Refrigerated Warehouse,106001.0,22.60000038,2,Non-Refrigerated Warehouse,NWCP-SEA Sylv Bldg,1.0,,,0.0,2016
4672048.0,18309150.0,32821.0,158600.0,WA,19.0,1551 Eastlake Ave E,361.60000610000003,23681.20117,236.9,False,18471858.0,Parking,Large Office,125.59999850000001,47.63349,LAKE UNION,Compliant,2107700210,1.49,120200.0,-122.32633999999999,15941028.0,NonResidential,98102.0,3.0,,Seattle,1962,20000.0,2368120.0,126.6999969,38400.0,"Laboratory, Office, Parking",125779.0,360.39999389999997,4,Office,1551 Eastlake,1.0,,Laboratory,0.0,2016
227129.2969,775729.1875,,119661.0,WA,97.0,660 S. Othello St.,20.5,7.638800144,5.44,False,775864.1875,,Distribution Center,6.5,47.53764,GREATER DUWAMISH,Compliant,2136200695,0.05,119661.0,-122.3232,774965.0,NonResidential,98108.0,1.0,,Seattle,1960,,764.0,6.5,0.0,Distribution Center,118733.0,20.5,2,Distribution Center,Frye Distribution Center,1.0,,,0.0,2016
1272742.25,4342597.0,,139200.0,WA,81.0,1144 Eastlake Ave East,166.1000061,0.0,30.27,False,4342597.0,,Large Office,52.90000153,47.62958,LAKE UNION,Compliant,2163901080,0.22,94472.0,-122.32826000000001,4342597.0,NonResidential,98109.0,7.0,,Seattle,2001,,0.0,52.90000153,44728.0,Office,82098.0,166.1000061,3,Office,1144 Eastlake Building,1.0,,,0.0,2016
897861.6875,3063504.5,31746.0,95721.0,WA,95.0,701 Dexter Avenue North,103.5,0.0,21.36,False,3155171.75,Parking,Small- and Mid-Sized Office,32.0,47.625659999999996,MAGNOLIA / QUEEN ANNE,Compliant,2249000245,0.22,61800.0,-122.34286999999999,3063504.0,NonResidential,98119.0,6.0,,Seattle,1984,,0.0,33.0,33921.0,"Office, Parking",95721.0,100.5,7,Office,701 Dexter,1.0,,,0.0,2016
1659346.125,5661689.5,0.0,213283.0,WA,83.0,1100 Dexter Avenue North,168.3999939,0.0,39.47,False,5661689.5,Parking,Large Office,53.59999847,47.629290000000005,MAGNOLIA / QUEEN ANNE,Compliant,2249500490,0.19,98055.0,-122.34194,5661689.0,NonResidential,98109.0,5.0,,Seattle,1996,,0.0,53.59999847,115228.0,"Office, Parking",105563.0,168.3999939,7,Office,1100 Dexter-RREEF SeaDPD ID 456,2.0,20112009,,0.0,2016
1437351.5,11319836.0,,103697.0,WA,7.0,1441 N 34TH ST,356.10000610000003,64155.921879999994,374.92,False,11672252.0,,Large Office,179.1000061,47.64776,LAKE UNION,Compliant,2264501110,3.62,56041.0,-122.33923999999999,4904243.0,NonResidential,98103.0,3.0,,Seattle,2001,,6415592.0,184.6999969,47656.0,Office,63199.0,350.2999878,4,Office,1441 N. 34th Street,1.0,,,0.0,2016
1504867.25,5134607.5,0.0,74880.0,WA,56.0,155 NE 100th Street,242.10000609999997,0.0,35.8,False,5531460.0,Parking,Small- and Mid-Sized Office,71.59999847,47.70105,NORTH,Compliant,2434900010,0.48,74880.0,-122.32659,5134607.0,NonResidential,98125.0,5.0,,Seattle,1974,,0.0,77.09999847,0.0,"Office, Parking",71751.0,224.6999969,5,Office,Northgate Exec Center B,1.0,,,0.0,2016
1767034.25,6029121.5,0.0,88774.0,WA,53.0,9725 3rd Avenue,233.8000031,0.0,42.03,False,6353294.0,Parking,Small- and Mid-Sized Office,70.59999847,47.69999,NORTH,Compliant,2434900020,0.47,88774.0,-122.32663000000001,6029121.0,NonResidential,98115.0,6.0,,Seattle,1979,,0.0,74.40000153,0.0,"Office, Parking",85339.0,221.8000031,5,Office,Northgate Exec Center C,1.0,,,0.0,2016
1622399.0,5535626.0,30177.0,122250.0,WA,93.0,9709 3rd Ave NE,136.3999939,0.0,38.59,False,5535626.0,Adult Education,Large Office,43.5,47.69917,NORTH,Compliant,2434900030,0.32,122250.0,-122.3268,5535625.0,NonResidential,98115.0,5.0,,Seattle,1983,5931.0,0.0,43.5,0.0,"Adult Education, Bank Branch, Office, Parking",91281.0,136.3999939,5,Office,Northgate Plaza,1.0,2009,Bank Branch,0.0,2016
1390055.25,4742869.0,0.0,53730.0,WA,20.0,9750 3rd Ave NE,277.2000122,0.0,33.06,False,4742869.0,Parking,Small- and Mid-Sized Office,88.30000305,47.70063,NORTH,Compliant,2434900100,0.62,53730.0,-122.32486999999999,4742869.0,NonResidential,98115.0,4.0,,Seattle,1979,,0.0,88.30000305,0.0,"Office, Parking",53730.0,277.2000122,5,Office,Northgate Office Building,1.0,,,0.0,2016
833103.5,4224872.5,,55593.0,WA,55.0,4045 Delridge Way,190.1999969,13823.230469999999,93.23,False,4414587.0,,Small- and Mid-Sized Office,76.0,47.5671,DELRIDGE,Compliant,2444600005,1.68,55593.0,-122.36416000000001,2842549.0,NonResidential,98101.0,3.0,,Seattle,1960,,1382323.0,79.40000153,0.0,Office,55593.0,186.6999969,1,Office,Delridge Building,1.0,,,0.0,2016
1376066.25,4695139.0,59137.0,134056.0,WA,54.0,425 Pontius Ave N,213.5,0.0,32.73,False,4899096.0,Parking,Large Office,65.19999695,47.622690000000006,LAKE UNION,Compliant,2467400315,0.24,73096.0,-122.33223999999998,4695138.0,NonResidential,98109.0,4.0,,Seattle,1982,,0.0,68.0,60960.0,"Office, Parking",72066.0,204.6000061,7,Office,425 Pontius,1.0,,,0.0,2016
4668122.5,22394416.0,,158415.0,WA,25.0,4401 4th Ave South,364.5,64667.80469,454.49,False,23293664.0,,Retail Store,141.3999939,47.5653,GREATER DUWAMISH,Compliant,2617650020,2.87,158415.0,-122.33076000000001,15927634.0,NonResidential,98199.0,1.0,,Seattle,2005,,6466780.0,147.0,0.0,Retail Store,158415.0,358.60000610000003,2,Retail Store,Costco #0001 Seattle,1.0,,,0.0,2016
876809.625,2991674.75,28800.0,86995.0,WA,81.0,201 Queen Anne Ave N,162.8000031,0.0,20.86,False,3018140.75,Parking,Small- and Mid-Sized Office,51.40000153,47.62003,MAGNOLIA / QUEEN ANNE,Compliant,1989201010,0.24,58195.0,-122.35706,2991674.0,NonResidential,98109.0,4.0,,Seattle,1985,,0.0,51.90000153,28800.0,"Office, Parking",58195.0,161.3999939,7,Office,Queen Anne Plaza,1.0,,,0.0,2016
4132326.75,18390344.0,74102.0,164437.0,WA,62.0,915 NW 45th Street,278.0,42908.43359,326.18,False,19031574.0,Supermarket/Grocery Store,Retail Store,104.0,47.66057,BALLARD,Compliant,1982202070,1.98,164437.0,-122.36856999999999,14099499.0,NonResidential,98107.0,1.0,,Seattle,1999,0.0,4290843.0,107.6999969,0.0,"Parking, Retail Store, Supermarket/Grocery Store",102653.0,276.0,6,Retail Store,70100608-Ballard,1.0,,Parking,0.0,2016
1656231.0,5671256.0,66234.0,184482.0,WA,95.0,535 Terry Ave. North,153.6000061,201.9499969,40.47,False,5869476.5,Parking,Large Office,47.40000153,47.62402,LAKE UNION,Compliant,1983200150,0.22,118248.0,-122.33755,5651060.0,NonResidential,98109.0,5.0,,Seattle,2009,1595.0,20195.0,49.09999847,66234.0,"Office, Other, Parking",118016.0,148.5,7,Office,Interurban Exchange II - SEDO,1.0,,Other,0.0,2016
949066.6875,3238216.0,52582.0,139282.0,WA,96.0,428 Westlake Avenue N.,117.3000031,0.0,22.57,False,3238216.0,Parking,Large Office,37.29999924,47.622859999999996,LAKE UNION,Compliant,1983200245,0.16,86700.0,-122.33803999999999,3238216.0,NonResidential,98109.0,6.0,,Seattle,2004,3027.0,0.0,37.29999924,52582.0,"Financial Office, Food Service, Office, Other, Parking",79384.0,117.3000031,7,Office,428 Westlake,1.0,,Financial Office,0.0,2016
2255357.5,7851334.5,96918.0,271071.0,WA,96.0,500 Boren Ave. N.,133.3000031,1560.540039,61.93,False,7960023.0,Parking,Large Office,42.40000153,47.62383,LAKE UNION,Compliant,1983200585,0.23,172371.0,-122.3356,7695280.0,NonResidential,98109.0,5.0,,Seattle,2009,16862.0,156054.0,43.0,98700.0,"Medical Office, Office, Parking",168132.0,131.5,7,Office,City Place II - SEDO,1.0,,Medical Office,0.0,2016
746069.875,2767491.0,,127800.0,WA,56.0,700 Fairview Ave N,64.69999695,2219.0,29.53,False,2811924.5,,Warehouse,21.70000076,47.62572,LAKE UNION,Compliant,1984200035,0.23,127800.0,-122.33389,2545590.0,NonResidential,98109.0,5.0,,Seattle,1914,,221900.0,22.0,0.0,Non-Refrigerated Warehouse,127800.0,64.40000153,3,Non-Refrigerated Warehouse,08185-Lake Union,1.0,,,0.0,2016
6132058.5,30083496.0,189133.0,560516.0,WA,71.0,1100 Fairview Ave No.,200.6000061,91609.10156,632.4,False,30401640.0,Parking,Large Office,80.80000305,47.62855,LAKE UNION,Compliant,1984200135,1.13,353919.0,-122.33035,20922584.0,NonResidential,98109.0,5.0,,Seattle,2002,,9160910.0,81.59999847,206597.0,"Office, Parking",372503.0,202.1999969,3,Office,Arnold Building,1.0,,,0.0,2016
3434879.5,11963428.0,83178.0,226592.0,WA,49.0,823 Yale Ave N.,278.0,2436.178711,94.64,False,11812678.0,Parking,Large Office,90.90000153,47.62621,LAKE UNION,Compliant,1984200185,0.42,131592.0,-122.33128,11719809.0,NonResidential,98109.0,6.0,,Seattle,2001,,243618.0,89.80000305,95000.0,"Office, Parking",131592.0,281.60000610000003,3,Office,Yale,1.0,,,0.0,2016
1554456.625,6917478.5,79091.0,209816.0,WA,97.0,321 Terry Ave. N.,135.1999969,16136.71973,122.68,False,6917478.5,Parking,Large Office,51.0,47.62137,LAKE UNION,Compliant,1986200185,0.58,136143.0,-122.33743999999999,5303806.0,NonResidential,98109.0,4.0,,Seattle,2006,15803.0,1613672.0,51.0,73673.0,"Fitness Center/Health Club/Gym, Office, Parking, Restaurant",113803.0,135.1999969,7,Office,Westlake Terry - East SEDO,1.0,201620152014201320092008,Fitness Center/Health Club/Gym,0.0,2016
2094799.75,7519466.5,99368.0,303103.0,WA,97.0,320 Westlake Ave. N.,123.90000149999999,3720.090332,69.59,False,7554767.0,Parking,Large Office,40.70000076,47.62131,LAKE UNION,Compliant,1986200215,0.23,193198.0,-122.33814,7147457.0,NonResidential,98109.0,6.0,,Seattle,2006,6015.0,372009.0,40.90000153,109905.0,"Bank Branch, Office, Parking",178628.0,123.6999969,7,Office,Westlake Terry - West SEDO,1.0,201620152014201320112009,Bank Branch,0.0,2016
459033.0938,2755829.0,17372.0,67380.0,WA,66.0,1020 John St.,99.19999695,11896.08008,74.1,False,3066491.25,Office,Mixed Use Property,42.09999847,47.620020000000004,LAKE UNION,Compliant,1986200380,1.1,67380.0,-122.33686999999999,1566221.0,NonResidential,98109.0,3.0,,Seattle,1954,13639.0,1189608.0,46.79999924,0.0,"Non-Refrigerated Warehouse, Office, Other, Other - Entertainment/Public Assembly, Parking",29732.0,94.19999695,7,Non-Refrigerated Warehouse,Fred Rogers Building,1.0,,Other - Entertainment/Public Assembly,0.0,2016
1001043.625,3415561.25,21396.0,88062.0,WA,80.0,200 West Thomas St,172.6000061,0.0,23.81,False,3558562.5,Parking,Small- and Mid-Sized Office,52.70000076,47.62115,MAGNOLIA / QUEEN ANNE,Compliant,1989200615,0.27,67236.0,-122.3597,3415561.0,NonResidential,98119.0,5.0,,Seattle,1974,,0.0,55.0,20826.0,"Office, Parking",64752.0,165.6000061,7,Office,200 West Thomas,1.0,,,0.0,2016
1064658.125,3632613.75,15167.0,87178.0,WA,69.0,100 West Harrison,180.8000031,0.0,25.32,False,3838006.75,Parking,Small- and Mid-Sized Office,54.5,47.622240000000005,MAGNOLIA / QUEEN ANNE,Compliant,1989200720,0.29,66762.0,-122.3585,3632614.0,NonResidential,98119.0,5.0,,Seattle,1972,,0.0,57.59999847,20416.0,"Office, Parking",66648.0,171.1000061,7,Office,North Tower,1.0,,,0.0,2016
1023767.125,3493093.75,28285.0,87178.0,WA,86.0,100 West Harrison,174.3000031,0.0,24.35,False,3705629.0,Parking,Small- and Mid-Sized Office,52.29999924,47.622240000000005,MAGNOLIA / QUEEN ANNE,Compliant,1989200740,0.28,66762.0,-122.3585,3493093.0,NonResidential,98119.0,5.0,,Seattle,1970,,0.0,55.5,20416.0,"Office, Parking",66747.0,164.3000031,7,Office,South Tower,1.0,,,0.0,2016
1021370.188,3484915.5,17487.0,88000.0,WA,75.0,200 1ST AVE W,0.0,0.0,24.29,False,0.0,Parking,Small- and Mid-Sized Office,50.0,47.62014,MAGNOLIA / QUEEN ANNE,Compliant,1989201020,0.28,66400.0,-122.35768,3484915.0,NonResidential,98119.0,5.0,,Seattle,1971,,0.0,0.0,21600.0,"Office, Parking",69691.0,157.0,7,Office,200 First Ave W,1.0,,,0.0,2016
3430113.5,19165116.0,88405.0,196749.0,WA,5.0,4225 Roosevelt Way NE,416.2999878,74615.66406,477.87,False,19718338.0,Parking,Medical Office,176.8999939,47.65821,NORTHEAST,Compliant,1145000200,2.43,108344.0,-122.31831000000001,11703547.0,NonResidential,98105.0,4.0,,Seattle,1988,,7461566.0,182.0,88405.0,"Medical Office, Parking",108344.0,411.5,4,Medical Office,4225 Roosevelt 2ros4225,1.0,,,0.0,2016
2346217.25,8422861.0,,191276.0,WA,21.0,4245 Roosevelt Way NE,266.3999939,4175.669922,77.99,False,8422861.0,,Medical Office,87.69999695,47.658840000000005,NORTHEAST,Compliant,1145000310,0.41,95995.0,-122.3183,8005293.0,NonResidential,98105.0,4.0,,Seattle,1994,,417567.0,87.69999695,95281.0,Medical Office,95995.0,266.3999939,4,Medical Office,4245 Roosevelt 2ros4245,1.0,,,0.0,2016
225380.0,1090496.625,,98475.0,WA,83.0,2964 Sw Avalon Way,28.89999962,3215.0,22.44,False,1178591.625,,Warehouse,11.10000038,47.56885,SOUTHWEST,Compliant,1324039093,0.23,98475.0,-122.37121,768997.0,NonResidential,98126.0,4.0,,Seattle,1997,,321500.0,12.0,0.0,Non-Refrigerated Warehouse,98475.0,27.89999962,1,Non-Refrigerated Warehouse,08176-West Seattle,1.0,,,0.0,2016
7849323.5,42709624.0,,351530.0,WA,23.0,825 Eastlake Ave E,465.1000061000001,159277.2813,1032.63,False,43178016.0,,Hospital,198.1000061,47.626670000000004,LAKE UNION,Compliant,1361300055,2.94,201075.0,-122.32965,26781892.0,NonResidential,98109.0,7.0,,Seattle,2000,,15927728.0,200.3000031,150455.0,Hospital (General Medical & Surgical),215602.0,467.6000061000001,3,Hospital (General Medical & Surgical),SCCA,1.0,,,0.0,2016
3130371.0,14512786.0,0.0,308965.0,WA,78.0,13000 Lake City Way NE,310.89999389999997,38319.58594,277.98,False,14843382.0,Parking,Supermarket / Grocery Store,119.90000149999999,47.7237,NORTH,Compliant,1453601660,0.9,121087.0,-122.29231999999999,10680826.0,NonResidential,98125.0,2.0,,Seattle,1995,0.0,3831959.0,122.59999850000001,187878.0,"Parking, Supermarket/Grocery Store",121087.0,310.2000122,5,Supermarket/Grocery Store,70100179-Lake City,1.0,,Parking,0.0,2016
1911650.25,6522551.5,,63225.0,WA,100.0,3670 E MARGINAL WAY S,323.89999389999997,0.0,45.47,False,6522551.5,,Supermarket / Grocery Store,103.1999969,47.56895,GREATER DUWAMISH,Compliant,1824049003,0.72,63225.0,-122.33775,6522551.0,NonResidential,98134.0,1.0,,Seattle,2008,,0.0,103.1999969,0.0,Supermarket/Grocery Store,63225.0,323.89999389999997,2,Supermarket/Grocery Store,RESTAURANT DEPOT SEATTLE (ID503),1.0,,,0.0,2016
205444.5938,1396082.25,,243044.0,WA,100.0,4401 E Marginal Way S,9.0,6951.050293000001,41.8,False,1396082.25,,Warehouse,4.3000001910000005,47.56419,GREATER DUWAMISH,Compliant,1824049063,0.17,243044.0,-122.34262,700977.0,NonResidential,98134.0,1.0,,Seattle,1999,,695105.0,4.3000001910000005,0.0,Non-Refrigerated Warehouse,325424.0,9.0,2,Non-Refrigerated Warehouse,Skyline-East Marginal,1.0,,,0.0,2016
2258064.0,8773058.0,,131387.0,WA,72.0,12525 AURORA AVENUE NORTH,234.0,10685.42188,110.46,False,8949319.0,,Retail Store,81.30000305,47.72053,NORTHWEST,Compliant,1926049033,0.84,131387.0,-122.34738999999999,7704514.0,NonResidential,98133.0,1.0,,Seattle,1997,,1068542.0,82.90000153,0.0,Retail Store,107931.0,234.5,5,Retail Store,W000252-NORTH SEATTLE WA,1.0,,,0.0,2016
199550.0,784364.5,,94400.0,WA,38.0,1430 North 130th Street,33.70000076,1035.0001220000001,10.24,False,800622.875,,Warehouse,11.69999981,47.72377,NORTHWEST,Compliant,1926049045,0.11,94400.0,-122.34095,680865.0,NonResidential,98133.0,3.0,,Seattle,1999,,103500.0,11.89999962,0.0,Non-Refrigerated Warehouse,67155.0,33.5,5,Non-Refrigerated Warehouse,0643-Seattle - North 130th Street,1.0,,,0.0,2016
3020895.5,13424079.0,,144776.0,WA,56.0,13550 Aurora Ave. N.,249.10000609999997,31167.82617,237.39,False,13827966.0,,Supermarket / Grocery Store,92.69999695,47.72803,NORTHWEST,Compliant,1926049230,1.64,144776.0,-122.34213999999999,10307295.0,NonResidential,98133.0,1.0,,Seattle,1984,,3116783.0,95.5,0.0,Wholesale Club/Supercenter,144776.0,246.1999969,5,Wholesale Club/Supercenter,Sam's Club #18-6687,0.0,,,0.0,2016
2296774.5,17225444.0,56312.0,114000.0,WA,79.0,13200 AURORA AVE N,302.0,93888.48438,553.27,False,17225444.0,Supermarket/Grocery Store,Retail Store,150.8999939,47.7249,NORTHWEST,Compliant,1926049371,4.85,114000.0,-122.34331999999999,7836595.0,NonResidential,98133.0,1.0,,Seattle,1967,,9388848.0,150.8999939,0.0,"Retail Store, Supermarket/Grocery Store",57805.0,302.0,5,Retail Store,AURORA ACRES (ID518),1.0,,,0.0,2016
1913361.75,8663691.0,0.0,50083.0,WA,78.0,13050 Aurora Avenue North,459.20001219999995,21353.00195,158.92,False,8901074.0,Parking,Supermarket / Grocery Store,173.0,47.7235,NORTHWEST,Compliant,1926049424,3.17,50083.0,-122.34458000000001,6528390.0,NonResidential,98133.0,1.0,,Seattle,1997,,2135300.0,177.8000031,0.0,"Parking, Supermarket/Grocery Store",50065.0,454.20001219999995,5,Supermarket/Grocery Store,00410-Hwy 99 & 130th,1.0,,,0.0,2016
1462254.125,4991360.5,,124071.0,WA,73.0,400 North 34th Street,162.3999939,21.48999977,34.9,False,4991360.5,,Large Office,51.70000076,47.650859999999994,LAKE UNION,Compliant,1972203220,0.28,95426.0,-122.35412,4989211.0,NonResidential,98103.0,3.0,,Seattle,1988,,2149.0,51.70000076,28645.0,Office,96504.0,162.3999939,6,Office,Burke Building,1.0,,,0.0,2016
1142361.5,3897738.0,,90000.0,WA,84.0,501 N 34th Street,136.0,0.0,27.17,False,3897738.0,,Small- and Mid-Sized Office,43.29999924,47.64963,LAKE UNION,Compliant,1972206507,0.3,53472.0,-122.35158,3897737.0,NonResidential,98103.0,4.0,,Seattle,2000,,0.0,43.29999924,36528.0,Office,90000.0,136.0,6,Office,The Evanston Building,1.0,,,0.0,2016
1586581.875,5413418.0,33709.0,96041.0,WA,70.0,651 N 34th St,273.10000610000003,0.0,37.74,False,5413418.0,Parking,Small- and Mid-Sized Office,87.0,47.64849,LAKE UNION,Compliant,1973200353,0.39,62332.0,-122.35041000000001,5413417.0,NonResidential,98103.0,3.0,,Seattle,2001,,0.0,87.0,33709.0,"Office, Parking",62232.0,273.10000610000003,6,Office,The Waterside Building,1.0,,,0.0,2016
3219974.5,11325513.0,93893.0,280957.0,WA,96.0,801 N 34th,211.3000031,3366.104004,94.47,False,11325513.0,Parking,Large Office,68.69999695,47.64822,LAKE UNION,Compliant,1973200385,0.34,166128.0,-122.34848000000001,10986553.0,NonResidential,98103.0,3.0,,Seattle,1999,7500.0,336610.0,68.69999695,114829.0,"Data Center, Office, Parking, Restaurant",152579.0,211.3000031,6,Office,Adobe Seattle,1.0,2016201520142013201220112010,Data Center,0.0,2016
2378856.0,8651835.0,24549.0,243334.0,WA,89.0,701 N. 34th Street,187.3999939,5351.779785,85.01,False,8651835.0,Parking,Large Office,62.20000076,47.64882,LAKE UNION,Compliant,1973200387,0.35,140302.0,-122.34905,8116657.0,NonResidential,98103.0,4.0,,Seattle,1999,,535178.0,62.20000076,103032.0,"Office, Parking",138995.0,187.3999939,6,Office,Plaza 701 N 34th,1.0,201720162012,,0.0,2016
2252017.5,7683885.0,108408.0,390295.0,WA,95.0,5601 6th Ave. S,99.30000305,0.0,53.57,False,7683885.0,Parking,Large Office,31.60000038,47.55146,GREATER DUWAMISH,Compliant,2738100010,0.14,268920.0,-122.32831999999999,7683884.0,NonResidential,98108.0,5.0,,Seattle,1982,,0.0,31.60000038,121375.0,"Office, Parking",243018.0,99.30000305,2,Office,Seattle Design Center (Plaza Center),1.0,,,0.0,2016
373072.1875,1429146.375,20000.0,90000.0,WA,87.0,5900 4th Ave S,46.70000076,1562.23999,17.17,False,1468317.375,Office,Warehouse,15.89999962,47.54983,GREATER DUWAMISH,Compliant,2738100355,0.19,90000.0,-122.32858,1272922.0,NonResidential,98108.0,2.0,,Seattle,1967,,156224.0,16.29999924,0.0,"Non-Refrigerated Warehouse, Office",70000.0,46.20000076,2,Non-Refrigerated Warehouse,Northwest Corporate Park,1.0,,,0.0,2016
