NumberofBuildings,Electricity(kWh),ComplianceStatus,ThirdLargestPropertyUseTypeGFA,SecondLargestPropertyUseType,ListOfAllPropertyUseTypes,PropertyGFAParking,BuildingType,SiteEUI(kBtu/sf),TaxParcelIdentificationNumber,SourceEUI(kBtu/sf),TotalGHGEmissions,PrimaryPropertyType,LargestPropertyUseType,State,ThirdLargestPropertyUseType,ZipCode,City,SiteEnergyUse(kBtu),Latitude,SiteEUIWN(kBtu/sf),ENERGYSTARScore,SourceEUIWN(kBtu/sf),SteamUse(kBtu),DefaultData,GHGEmissionsIntensity,Address,Electricity(kBtu),PropertyGFATotal,NaturalGas(kBtu),SecondLargestPropertyUseTypeGFA,PropertyGFABuilding(s),NumberofFloors,LargestPropertyUseTypeGFA,DataYear,Neighborhood,YearBuilt,SiteEnergyUseWN(kBtu),Longitude,NaturalGas(therms),PropertyName,CouncilDistrictCode,YearsENERGYSTARCertified,Outlier,OtherFuelUse(kBtu)
1.0,209685.0,Compliant,4730.0,Residence Hall/Dormitory,"Non-Refrigerated Warehouse, Office, Other - Services, Residence Hall/Dormitory",0.0,Nonresidential COS,13.3,4088803530,41.6,4.99,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,Office,98109,SEATTLE,715446.0,47.62651741,13.3,,41.6,0.0,No,0.04,800 ALOHA ST,715475.0,50292.0,0.0,5000.0,50292.0,2.0,42345.0,2015,MAGNOLIA / QUEEN ANNE,1926,715446.0,-122.340841,0.0,SEATTLE CITY LIGHT ROY STREET WAREHOUSE,7,,,0.0
1.0,1625478.0,Compliant,,,Hotel,54341.0,NonResidential,75.8,4088803586,161.5,314.26,Hotel,Hotel,WA,,98109,SEATTLE,10735331.0,47.62754003,81.0,77.0,169.5,0.0,No,1.4,925 WESTLAKE AVE N,5546361.0,207656.0,5189200.0,,153315.0,7.0,141591.0,2015,MAGNOLIA / QUEEN ANNE,1998,11474804.0,-122.3405732,51892.0,COURTYARD BY MARRIOTT - SEATTLE,7,,,0.0
1.0,517805.0,Compliant,,,K-12 School,0.0,SPS-District K-12,35.2,4240400005,91.8,44.06,K-12 School,K-12 School,WA,,98117,SEATTLE,2364351.0,47.68367156,38.7,85.0,95.5,0.0,Yes,0.54,7501 13TH AVE NW,1766824.0,67235.0,597600.0,,67235.0,2.0,67235.0,2015,BALLARD,1999,2599890.0,-122.3729249,5976.0,WHITTIER ELEMENTARY (SPS-DISTRICT),6,,,0.0
1.0,2026677.0,Compliant,11850.0,Distribution Center,"Data Center, Distribution Center, Office, Other, Parking",0.0,Nonresidential COS,97.0,4310701070,255.1,166.73,Small- and Mid-Sized Office,Office,WA,Parking,98103,SEATTLE,9146727.0,47.69975953,106.3,40.0,269.5,0.0,No,1.61,9700 STONE AVE N,6915309.0,85017.0,2231705.0,32881.0,85017.0,2.0,57968.0,2015,NORTHWEST,1957,10026737.0,-122.340249,22317.0,CITY OF SEATTLE - NSC,5,,,0.0
1.0,346393.0,Compliant,,,K-12 School,0.0,SPS-District K-12,23.1,4315700020,66.1,17.86,K-12 School,K-12 School,WA,,98136,SEATTLE,1362993.0,47.54026729,24.5,97.0,70.4,0.0,Yes,0.22,4320 SW MYRTLE ST,1181942.0,58118.0,181100.0,,58118.0,3.0,59014.0,2015,SOUTHWEST,1991,1444495.0,-122.3884963,1811.0,GATEWOOD ELEMENTARY SCHOOL (SPS-DISTRICT),1,,,0.0
1.0,732774.0,Compliant,,,Hotel,0.0,NonResidential,93.3,4468400005,178.5,206.3,Hotel,Hotel,WA,,98133,SEATTLE,6056481.0,47.70923419,93.6,73.0,179.4,0.0,No,3.01,2140 N NORTHGATE WAY,2500329.0,64893.0,3556255.0,,64893.0,4.0,64893.0,2015,NORTHWEST,1968,6075196.0,-122.3323693,35563.0,HOTEL NEXUS - NORTHGATE,5,,,0.0
1.0,359698.0,Compliant,,,K-12 School,0.0,SPS-District K-12,22.1,5100404840,69.5,8.56,K-12 School,K-12 School,WA,,98115,SEATTLE,1227290.0,47.69820046,26.0,98.0,81.6,0.0,No,0.06,504 NE 95TH ST,1227341.0,52792.0,0.0,,52792.0,2.0,55480.0,2015,NORTH,1989,1440992.0,-122.321085,0.0,OLYMPIC VIEW (SPS-DISTRICT),5,,,0.0
1.0,106764.0,Compliant,,,K-12 School,0.0,SPS-District K-12,41.4,5129000050,54.3,138.96,K-12 School,K-12 School,WA,,98108,SEATTLE,2933003.0,47.53836703,41.4,95.0,54.3,0.0,Yes,1.94,7201 BEACON AVE S,364295.0,70762.0,2568723.0,,70762.0,1.0,70762.0,2015,GREATER DUWAMISH,1925,2933003.0,-122.2964274,25687.0,VAN ASSELT SCHOOL (SPS-DISTRICT),2,,,0.0
1.0,346833.0,Compliant,2470.0,Self-Storage Facility,"Office, Restaurant, Self-Storage Facility",0.0,NonResidential,34.3,5247800030,91.5,26.55,Small- and Mid-Sized Office,Office,WA,Restaurant,98104,SEATTLE,1527917.0,47.601058,35.9,83.0,96.5,0.0,No,0.38,68 S WASHINGTON ST,1183443.0,56456.0,344523.0,7672.0,56456.0,3.0,34416.0,2015,DOWNTOWN,1900,1599245.0,-122.335182,3445.0,WASHINGTON PARK BUILDING,7,,,0.0
1.0,14940880.0,Compliant,,Parking,"Other - Entertainment/Public Assembly, Parking",327680.0,NonResidential,37.8,7666204876,106.9,834.11,Other,Other - Entertainment/Public Assembly,WA,,98104,SEATTLE,59991984.0,47.59435403,37.8,,106.9,0.0,No,0.39,800 OCCIDENTAL AVE S,50980399.0,1585960.0,9013708.0,0.0,1258280.0,6.0,1585960.0,2015,GREATER DUWAMISH,1999,59991984.0,-122.3301787,90137.0,CENTURYLINK FIELD-Stadium,2,,,0.0
1.0,2736475.0,Compliant,25543.0,Office,"Data Center, Distribution Center, Office, Other",0.0,Nonresidential COS,55.2,7666205660,165.9,98.95,"Distribution Center
",Distribution Center,WA,Other,98134,SEATTLE,9974370.0,47.57125847,61.9,,184.3,0.0,No,0.33,400 S SPOKANE ST,9337240.0,179161.0,637519.0,37321.0,179161.0,2.0,117476.0,2015,GREATER DUWAMISH,1924,11178092.0,-122.331498,6375.0,CITY LIGHT - SOUTH SERVICE CENTER BLDG A,2,,,0.0
1.0,1206566.0,Compliant,11533.0,Other - Services,"Non-Refrigerated Warehouse, Office, Other, Other - Services",0.0,Nonresidential COS,58.5,7666205660,183.8,28.7,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,Office,98134,SEATTLE,4116805.0,47.57125847,69.0,,216.8,0.0,No,0.22,400 S SPOKANE ST,4116974.0,50000.0,0.0,16735.0,50000.0,2.0,40831.0,2015,GREATER DUWAMISH,1965,4855148.0,-122.331498,0.0,CITY LIGHT - SOUTH SERVICE CENTER BLDG B,2,,,0.0
1.0,11546120.0,Compliant,,,Other - Entertainment/Public Assembly,0.0,NonResidential,49.1,7666206483,121.8,1236.93,Other,Other - Entertainment/Public Assembly,WA,,98134,SEATTLE,57514116.0,47.59134229,46.6,,114.0,0.0,No,0.91,1250 1ST AVE S,39396997.0,1172127.0,18118769.0,,1172127.0,3.0,1172127.0,2015,GREATER DUWAMISH,1999,54628004.0,-122.3319719,181188.0,SAFECO FIELD,2,,,0.0
1.0,1871218.0,Compliant,9216.0,Parking,"Food Service, Hotel, Parking",14567.0,NonResidential,90.9,7666206720,188.0,402.03,Hotel,Hotel,WA,Food Service,98134,SEATTLE,13116256.0,47.59271999,93.5,61.0,188.1,0.0,No,2.22,1046 1ST AVE S,6384861.0,168449.0,6731660.0,20600.0,153882.0,9.0,135006.0,2015,GREATER DUWAMISH,2005,13484454.0,-122.3336896,67317.0,SILVER CLOUD INN SEATTLE,2,,,0.0
1.0,523736.0,Compliant,,,Non-Refrigerated Warehouse,0.0,NonResidential,22.4,7666703020,70.5,12.46,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,,98134,SEATTLE,1786986.0,47.57463912,22.4,55.0,70.5,0.0,No,0.06,3235 16TH AVE SW,1787060.0,79600.0,0.0,,79600.0,4.0,79600.0,2015,GREATER DUWAMISH,1916,1786986.0,-122.3560342,0.0,HARBOR ISLAND WAREHOUSE - KING COUNTY,1,,,0.0
1.0,981202.0,Compliant,,,,0.0,SPS-District K-12,32.6,7821200700,63.3,263.53,SPS-District K-12,,WA,,98103,SEATTLE,7870351.0,47.66006599,42.1,74.0,75.3,0.0,No,1.03,4400 INTERLAKE AVE N,3348000.0,241066.0,4522491.0,,241066.0,4.0,,2015,LAKE UNION,1997,10142007.0,-122.3393444,45225.0,LINCOLN HIGH (SPS-DISTRICT),4,,,0.0
16.0,13149160.0,Compliant,0.0,Laboratory,"Laboratory, Office, Parking",31874.0,Campus,154.5,7883608601,439.3,706.26,Large Office,Office,WA,Parking,98108,SEATTLE,52273792.0,47.52440204,157.5,,442.5,0.0,No,1.53,1420 S TRENTON ST,44866796.0,334368.0,7408855.0,78404.0,302494.0,2.0,260000.0,2015,GREATER DUWAMISH,1980,53294752.0,-122.3115544,74089.0,BOEING SOUTH PARK CAMPUS REPORT,1,,,0.0
1.0,2155837.0,Compliant,13567.0,Movie Theater,"Fast Food Restaurant, Medical Office, Movie Theater, Parking, Retail Store",335109.0,NonResidential,111.8,8632880000,298.9,163.99,Other,Parking,WA,Medical Office,98125,SEATTLE,9477865.0,47.7024765,111.9,,291.2,0.0,No,0.32,301 NE 103RD ST,7356021.0,419848.0,2122149.0,65000.0,84739.0,6.0,335109.0,2015,NORTH,2008,9478424.0,-122.32480621,21221.0,THORNTON CINEMA BUILDING & PARKING GARAGE,5,,,0.0
1.0,2997659.0,Compliant,29839.0,Supermarket/Grocery Store,"Financial Office, Multifamily Housing, Parking, Retail Store, Supermarket/Grocery Store",39179.0,NonResidential,95.8,8681450000,293.5,91.53,Mixed Use Property,Multifamily Housing,WA,Parking,98119,SEATTLE,10608788.0,47.62392426,99.4,,303.5,0.0,No,0.43,516 1ST AVE W,10228437.0,110785.0,380776.0,48520.0,71606.0,4.0,58563.0,2015,MAGNOLIA / QUEEN ANNE,2002,11015204.0,-122.35764313,3808.0,TRIBECA CONDOS & STORE,7,,,0.0
1.0,11625540.0,Compliant,49700.0,Parking,"Hotel, Other, Parking, Restaurant, Retail Store",0.0,NonResidential,115.7,6792120000,271.7,1558.85,Hotel,Hotel,WA,Restaurant,98101,SEATTLE,63811044.0,47.61267744,115.7,,271.7,0.0,No,1.49,721 PINE ST,39667989.0,934292.0,24144689.0,438756.0,934292.0,0.0,495536.0,2015,DOWNTOWN,1999,63811044.0,-122.33393177,241447.0,PINE ST. CONDO-ELLIOTT GRAND HYATT SEATTLE,7,,,0.0
1.0,16416700.0,Compliant,,Parking,"Hospital (General Medical & Surgical), Parking",0.0,NonResidential,228.8,7942600331,434.8,4725.43,Hospital,Hospital (General Medical & Surgical),WA,,98122,SEATTLE,137635696.0,47.60710663,236.9,45.0,434.9,0.0,No,7.51,500 17TH AVE,56016106.0,597519.0,81621919.0,48607.0,597519.0,5.0,601615.0,2015,CENTRAL,1990,142494256.0,-122.3107827,816219.0,SWEDISH MEDICAL CENTER CHERRY HILL CAMPUS,3,,,0.0
1.0,557802.0,Compliant,,,K-12 School,0.0,SPS-District K-12,31.0,7972603210,88.0,30.27,K-12 School,K-12 School,WA,,98106,SEATTLE,2223321.0,47.52560204,33.6,89.0,93.1,0.0,Yes,0.31,1012 SW TRENTON ST,1903299.0,71714.0,320100.0,,71714.0,1.0,71714.0,2015,DELRIDGE,1999,2407341.0,-122.3487068,3201.0,HIGHLAND PARK SCHOOL (SPS-DISTRICT),1,,,0.0
1.0,119143.0,Compliant,,Parking,"Non-Refrigerated Warehouse, Parking",8161.0,NonResidential,7.7,8033700250,20.7,8.66,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,,98103,SEATTLE,516216.0,47.65094364,8.2,91.0,21.2,0.0,No,0.09,3616 STONE WAY N,406533.0,75397.0,109700.0,8161.0,67236.0,3.0,67236.0,2015,LAKE UNION,1991,551381.0,-122.3422377,1097.0,MINI-WAREHOUSE/RETAIL,4,,,0.0
1.0,50083380.0,Compliant,,Parking,"Hospital (General Medical & Surgical), Parking",0.0,NonResidential,219.1,8590900220,508.5,10780.64,Hospital,Hospital (General Medical & Surgical),WA,,98104,SEATTLE,295812640.0,47.60387131,220.5,30.0,498.3,122701720.0,No,8.67,325 9TH AVE,170891586.0,1158691.0,2226424.0,387651.0,1158691.0,8.0,1350182.0,2015,EAST,2000,297740960.0,-122.3226998,22264.0,HARBORVIEW MEDICAL CENTER,3,,,0.0
1.0,2329774.0,Compliant,3231.0,Medical Office,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",12611.0,NonResidential,103.3,8592900105,270.1,197.3,Senior Care Community,Senior Care Community,WA,K-12 School,98134,SEATTLE,10620628.0,47.59626518,106.1,,273.0,0.0,No,1.59,802 S DEARBORN ST,7949519.0,102796.0,2671438.0,40091.0,90185.0,5.0,55259.0,2015,DOWNTOWN,1999,10902412.0,-122.3219466,26714.0,ID VILLAGE SQUARE 1,2,,,0.0
1.0,1434702.0,Compliant,,,K-12 School,0.0,SPS-District K-12,36.2,8702100050,87.0,175.9,K-12 School,K-12 School,WA,,98116,SEATTLE,7564604.0,47.57662845,41.5,84.0,92.6,0.0,Yes,0.74,3000 CALIFORNIA AVE SW,4895406.0,208981.0,2669400.0,,208981.0,2.0,208981.0,2015,SOUTHWEST,2002,8680483.0,-122.3846578,26694.0,WEST SEATTLE HIGH SCHOOL (SPS-DISTRICT),1,,,0.0
1.0,3101.0,Compliant,,,K-12 School,0.0,NonResidential,36.1,8816400900,38.3,105.92,K-12 School,K-12 School,WA,,98105,SEATTLE,2003474.0,47.66549171,48.5,84.0,51.3,0.0,No,1.9,5031 UNIVERSITY WAY NE,10580.0,55653.0,1992894.0,,55653.0,2.0,55500.0,2015,NORTHEAST,1928,2690623.0,-122.3140067,19929.0,UNIVERSITY HTS GRADE SCHOOL,4,,,0.0
1.0,1110277.0,Compliant,,,Hotel,0.0,NonResidential,113.1,8817400055,192.9,467.18,Hotel,Hotel,WA,,98105,SEATTLE,12087498.0,47.66156526,122.5,46.0,196.9,0.0,No,4.22,4507 BROOKLYN AVE NE,3788422.0,106860.0,8299234.0,,106860.0,16.0,106860.0,2015,NORTHEAST,1931,13085938.0,-122.3146098,82992.0,HOTEL DECA,4,,,0.0
1.0,749210.0,Compliant,,Restaurant,"Office, Restaurant",0.0,NonResidential,60.0,8822900465,168.2,43.78,Small- and Mid-Sized Office,Office,WA,,98125,SEATTLE,3045139.0,47.71892746,60.0,63.0,168.2,0.0,No,0.65,12360 LAKE CITY WAY NE,2556409.0,50759.0,488836.0,3680.0,50759.0,5.0,47079.0,2015,NORTH,1972,3045139.0,-122.2947589,4888.0,LAKE CITY CENTER,5,,,0.0
1.0,279629.0,Compliant,,,Worship Facility,0.0,NonResidential,41.4,8823902255,78.6,80.79,Worship Facility,Worship Facility,WA,,98105,SEATTLE,2349950.0,47.66176886,50.0,49.0,87.6,0.0,No,1.35,4505 16TH AVE NE,954132.0,56772.0,1395857.0,,56772.0,2.0,56772.0,2015,NORTHEAST,1952,2835789.0,-122.3112037,13959.0,UNIV CONGREGATIONAL CHURCH,4,,,0.0
1.0,722990.0,Compliant,,,Worship Facility,0.0,NonResidential,47.2,8823902325,99.6,144.53,Worship Facility,Worship Facility,WA,,98105,SEATTLE,4864408.0,47.66262897,55.7,40.0,108.6,0.0,No,1.3,4550 15TH AVE NE,2466944.0,103000.0,2397565.0,,103000.0,3.0,103000.0,2015,NORTHEAST,1952,5741732.0,-122.3114754,23976.0,UNIVERSITY PRESBY CHURCH,4,,,0.0
1.0,2248472.0,Compliant,,,K-12 School,0.0,SPS-District K-12,38.2,8826900005,99.6,192.09,K-12 School,K-12 School,WA,,98115,SEATTLE,10281586.0,47.67746117,42.4,79.0,104.1,0.0,Yes,0.59,1410 NE 66TH ST,7672105.0,269297.0,2609800.0,,269297.0,3.0,269297.0,2015,NORTHEAST,2006,11430634.0,-122.3130281,26098.0,ROOSEVELT HIGH (SPS-DISTRICT),4,,,0.0
1.0,461798.0,Compliant,,,K-12 School,0.0,SPS-District K-12,35.3,8827900180,80.9,68.3,K-12 School,K-12 School,WA,,98115,SEATTLE,2654755.0,47.67115081,42.4,80.0,91.3,0.0,Yes,0.82,3311 NE 60TH ST,1575720.0,75174.0,1079100.0,,75174.0,3.0,75174.0,2015,NORTHEAST,2001,3183918.0,-122.2918182,10791.0,BRYANT ELEMENTARY (SPS-DISTRICT),4,,,0.0
1.0,529644.0,Compliant,,,K-12 School,0.0,SPS-District K-12,30.5,9270200005,82.3,38.55,K-12 School,K-12 School,WA,,98119,SEATTLE,2295845.0,47.64090041,30.5,87.0,82.3,0.0,Yes,0.41,2424 7TH AVE W,1807220.0,75214.0,488700.0,,75214.0,3.0,75214.0,2015,MAGNOLIA / QUEEN ANNE,2003,2295845.0,-122.3656176,4887.0,FRANTZ H COE ELEMENTARY SCHOOL (SPS-DISTRICT),7,,,0.0
1.0,857925.0,Compliant,,,K-12 School,0.0,SPS-District K-12,28.0,9278300005,74.7,65.33,K-12 School,K-12 School,WA,,98116,SEATTLE,3773040.0,47.5724098,33.1,92.0,85.2,0.0,Yes,0.39,3429 45TH AVE SW,2927362.0,134918.0,845800.0,,134918.0,3.0,134918.0,2015,SOUTHWEST,2005,4466541.0,-122.3916721,8458.0,JAMES MADISON JR HIGH SCHOOL (SPS-DISTRICT),1,,,0.0
1.0,707702.0,Compliant,,,K-12 School,0.0,SPS-District K-12,37.5,9344400300,117.7,16.83,K-12 School,K-12 School,WA,,98144,SEATTLE,2414679.0,47.59101433,43.3,63.0,136.0,0.0,Yes,0.1,2401 S IRVING ST,2414779.0,64414.0,0.0,,64414.0,2.0,64714.0,2015,CENTRAL,1991,2790234.0,-122.2981281,0.0,THURGOOD MARSHALL (SPS-DISTRICT),3,,,0.0
1.0,296762.0,Compliant,,,K-12 School,0.0,SPS-District K-12,53.9,9528103775,79.5,218.12,K-12 School,K-12 School,WA,,98115,SEATTLE,4986643.0,47.67726399,71.9,71.0,100.5,0.0,Yes,2.31,520 NE RAVENNA BLVD,1012592.0,92437.0,3974093.0,,92437.0,3.0,92437.0,2015,NORTHWEST,1927,6645204.0,-122.3223367,39741.0,"MARSHALL, JOHN (SPS-DISTRICT)",6,,,0.0
1.0,1852230.0,Compliant,6136.0,Other,"Office, Other, Other - Entertainment/Public Assembly",0.0,NonResidential,50.9,2141290000,156.0,56.32,Other,Other - Entertainment/Public Assembly,WA,Office,98101,SEATTLE,6550618.0,47.61104202,50.9,,156.0,0.0,No,0.23,700 UNION ST,6320071.0,128766.0,230808.0,12876.0,128766.0,7.0,109754.0,2015,DOWNTOWN,1914,6550618.0,-122.33238983,2308.0,ACT THEATER,7,,,0.0
1.0,819905.0,Compliant,10568.0,Office,"Office, Residence Hall/Dormitory, Retail Store",0.0,NonResidential,53.6,2301950000,117.8,223.86,Residence Hall/Dormitory,Residence Hall/Dormitory,WA,Retail Store,98101,SEATTLE,5445025.0,47.60775556,58.9,71.0,124.2,2647510.0,No,1.97,1118 5TH AVE,2797632.0,107572.0,0.0,27143.0,107572.0,9.0,63934.0,2015,DOWNTOWN,1913,5987042.0,-122.3324724,0.0,YWCA Women's Residence,7,,,0.0
1.0,18660170.0,Compliant,,,Other,0.0,NonResidential,313.6,2302700000,984.8,443.86,Other,Other,WA,,98101,SEATTLE,63668488.0,47.60683648,307.1,,964.2,0.0,No,0.74,1122 3RD AVE,63671143.0,230880.0,0.0,,230880.0,15.0,203000.0,2015,DOWNTOWN,1955,62337120.0,-122.3346694,0.0,CENTURYLINK: 3RD AVE 3-D,7,,,0.0
1.0,1405828.0,Compliant,,,K-12 School,0.0,SPS-District K-12,38.9,7549802085,89.8,202.07,K-12 School,K-12 School,WA,,98108,SEATTLE,7971886.0,47.55156934,45.1,94.0,96.2,0.0,Yes,0.89,5511 15TH AVE S,4796884.0,204961.0,3175200.0,,204961.0,3.0,204961.0,2015,GREATER DUWAMISH,2007,9239505.0,-122.3138036,31752.0,CLEVELAND HIGH SCHOOL (SPS-DISTRICT),2,,,0.0
1.0,466505.0,Compliant,,,Other,0.0,NonResidential,37.3,7666201147,81.9,80.75,Other,Other,WA,,98119,SEATTLE,2903161.0,47.63640533,43.4,,88.3,0.0,No,0.97,1600 W ARMORY WAY,1591782.0,76086.0,1311445.0,,76086.0,1.0,77810.0,2015,MAGNOLIA / QUEEN ANNE,1973,3377544.0,-122.3791694,13114.0,WA ARMY NAT'L GUARD,7,,,0.0
1.0,4325766.0,Compliant,,Office,"Medical Office, Office",39000.0,NonResidential,126.6,7666202190,330.0,371.48,Medical Office,Medical Office,WA,,98119,SEATTLE,19816686.0,47.61994816,126.1,7.0,328.5,0.0,No,1.62,201 ELLIOTT AVE W,14760126.0,190000.0,5057172.0,9805.0,151000.0,5.0,146741.0,2015,MAGNOLIA / QUEEN ANNE,1927,19745870.0,-122.3606641,50572.0,ELLIOTT PARK BUILDING,7,,,0.0
1.0,1906367.0,Compliant,,,,0.0,NonResidential,196.7,7666202317,317.7,977.73,Hotel,,WA,,98121,SEATTLE,24060332.0,47.61245737,204.8,13.0,323.3,0.0,No,7.77,2411 ALASKAN WAY,6504794.0,122309.0,17555808.0,,122309.0,4.0,,2015,DOWNTOWN,1961,25053130.0,-122.3521832,175558.0,EDGEWATER INN,7,,,0.0
4.0,4371882.0,Compliant,,,Other,0.0,Campus,116.9,7666202325,266.4,659.56,Other,Other,WA,,98121,SEATTLE,25377650.0,47.61120625,121.8,,269.3,0.0,No,2.76,2201 ALASKAN WAY,14917481.0,215476.0,10460791.0,,215476.0,3.0,217088.0,2015,DOWNTOWN,1995,26431774.0,-122.34849684,104608.0,PORT OF SEATTLE  BELL HARBOR COMPLEX  & CONFERENCE - CAMPUS,7,,,0.0
1.0,4301432.0,Compliant,,,Hotel,38800.0,NonResidential,100.3,7666202345,216.1,798.63,Hotel,Hotel,WA,,98121,SEATTLE,27787286.0,47.61067514,98.4,23.0,210.0,0.0,No,2.89,2100 ALASKAN WAY,14677095.0,254273.0,13110800.0,,215473.0,8.0,277000.0,2015,DOWNTOWN,2003,27255250.0,-122.3465482,131108.0,SEATTLE WATERFRONT MARRIOTT,7,,,0.0
1.0,3348613.0,Compliant,,,Other - Entertainment/Public Assembly,0.0,Nonresidential COS,225.8,7666202420,581.2,305.15,Other,Other - Entertainment/Public Assembly,WA,,98101,SEATTLE,15671253.0,47.60725784,235.3,,591.2,0.0,No,3.69,1421 ALASKAN WAY,11425942.0,69400.0,4245784.0,,69400.0,2.0,69400.0,2015,DOWNTOWN,1980,16330225.0,-122.34207153,42458.0,SEATTLE AQUARIUM,7,,,0.0
1.0,807538.0,Compliant,3031.0,Restaurant,"Other, Restaurant, Retail Store",0.0,NonResidential,96.1,7666202495,187.8,211.01,Other,Other,WA,Retail Store,98104,SEATTLE,6366808.0,47.60411925,96.1,,187.8,0.0,No,3.17,1003 ALASKAN WAY,2755434.0,62900.0,3611488.0,20525.0,62900.0,1.0,42695.0,2015,DOWNTOWN,1900,6366808.0,-122.3396021,36115.0,PIER 54  IVARS ACRES OF CLAMS,7,,,0.0
1.0,253086.0,Compliant,,Retail Store,"Office, Retail Store",0.0,NonResidential,34.3,7666202580,83.1,45.32,Small- and Mid-Sized Office,Office,WA,,98104,SEATTLE,1372706.0,47.60272217,39.8,98.0,89.7,509178.0,No,1.04,83 COLUMBIA ST,863565.0,40000.0,0.0,7000.0,40000.0,4.0,33000.0,2015,DOWNTOWN,1914,1590846.0,-122.33557892,0.0,DAILY JOURNAL BUILDING,7,,,0.0
1.0,1107877.0,Compliant,,Other - Services,"Non-Refrigerated Warehouse, Other - Services",0.0,NonResidential,18.6,7666202725,58.3,26.35,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,,98134,SEATTLE,3780078.0,47.59457628,19.6,72.0,61.6,0.0,No,0.05,900 MAYNARD AVE S,3780233.0,203504.0,0.0,44132.0,203504.0,4.0,159372.0,2015,GREATER DUWAMISH,2008,3993902.0,-122.3244189,0.0,BMW SEATTLE - SERVICE CENTER,2,,,0.0
1.0,3010885.0,Compliant,,,,26731.0,NonResidential,102.0,656000005,320.2,71.62,Large Office,,WA,,98121,SEATTLE,10273140.0,47.61744918,102.0,34.0,320.2,0.0,No,0.27,2807 3RD AVE,10273566.0,100734.0,0.0,,74003.0,3.0,,2015,DOWNTOWN,1968,10273140.0,-122.35032532,0.0,KIRO RADIO & TELEVISION,7,,,0.0
1.0,1238069.0,Compliant,,Parking,"Office, Parking",17570.0,NonResidential,77.8,656000045,223.8,61.62,Small- and Mid-Sized Office,Office,WA,,98121,SEATTLE,4829951.0,47.61698381,78.4,59.0,216.2,0.0,No,0.55,200 CEDAR ST,4224467.0,79678.0,605658.0,17570.0,62108.0,4.0,62108.0,2015,DOWNTOWN,1981,4870875.0,-122.34958888,6057.0,GRANGE OFFICE PLAZA,7,,,0.0
1.0,5544028.0,Compliant,23244.0,Laboratory,"Financial Office, Laboratory, Office, Parking",21790.0,NonResidential,91.0,656000480,283.1,145.67,Large Office,Office,WA,Parking,98121,SEATTLE,19176010.0,47.61591919,91.0,36.0,283.1,0.0,No,0.27,2401 4TH AVE,18917009.0,234000.0,259786.0,29865.0,212210.0,12.0,175915.0,2015,DOWNTOWN,1978,19176010.0,-122.34571548,2598.0,FOURTH & BATTERY BUILDING,7,,,0.0
1.0,2901150.0,Compliant,,,,0.0,NonResidential,60.6,659000005,190.2,69.01,Retail Store,,WA,,98101,SEATTLE,9898724.0,47.61171108,62.1,91.0,195.1,0.0,No,0.24,400 PINE ST,9899135.0,111077.0,0.0,,111077.0,4.0,,2015,DOWNTOWN,1989,10155788.0,-122.33681575,0.0,WESTLAKE MALL RETAIL PORTION,7,,,0.0
1.0,7292768.0,Compliant,,Parking,"Office, Parking",0.0,NonResidential,65.4,659000040,205.4,173.47,Large Office,Office,WA,,98101,SEATTLE,24882924.0,47.61175275,65.4,71.0,205.4,0.0,No,0.18,1601 5TH AVE,24883957.0,369996.0,0.0,127192.0,369996.0,25.0,380397.0,2015,DOWNTOWN,1989,24882924.0,-122.33667433,0.0,WEST LAKE TOWER OFFICE BUILDING,7,2012,,0.0
1.0,11148790.0,Compliant,,Office,"Office, Retail Store",0.0,NonResidential,58.3,659000070,175.9,392.65,Retail Store,Retail Store,WA,,98101,SEATTLE,40433292.0,47.6124792,58.0,92.0,175.0,14089.0,Yes,0.33,500 PINE ST,38041251.0,693450.0,2379542.0,332343.0,693450.0,10.0,361107.0,2015,DOWNTOWN,1925,40250124.0,-122.33586069,23795.0,NORDSTROM DOWNTOWN,7,,,0.0
1.0,11855730.0,Compliant,33110.0,Parking,"Office, Other, Parking, Restaurant",0.0,NonResidential,59.8,659000165,187.7,282.01,Large Office,Office,WA,Other,98101,SEATTLE,40451748.0,47.61323929,0.0,89.0,0.0,0.0,No,0.14,1600 7TH AVE,40453430.0,791396.0,0.0,132465.0,791396.0,33.0,637099.0,2015,DOWNTOWN,1976,0.0,-122.33440399,0.0,CENTURYLINK: SEATTLE BELL PLAZA,7,2015,,0.0
1.0,8462395.0,Compliant,9337.0,Parking,"Office, Parking, Restaurant",205076.0,NonResidential,58.2,659000235,170.5,374.82,Large Office,Office,WA,Restaurant,98101,SEATTLE,32141070.0,47.61374903,60.3,88.0,177.0,0.0,No,0.34,1700 7TH AVE,28874890.0,747747.0,3267376.0,219045.0,542671.0,23.0,542461.0,2015,DOWNTOWN,2000,33271260.0,-122.33507976,32674.0,1700 SEVENTH BUILDING,7,"2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008",,0.0
